,기업명,채용공고,위치,위치상세,태그,마감일,경력
323,쿠팡,Senior Frontend Engineer (Advertiser Platform),서울 송파구,서울특별시 송파구 송파대로 570,"장비지원,편의시설,유연근무,식대지원,사내동호회,건강검진지원,보너스,커피·스낵바,재택근무,유망산업,연봉상위2~5%,10,001명이상,설립10년이상",상시채용,경력 5-20년
324,모라이(MORAI),Data Visualization & Processing Engineer,서울 강남구,"서울시 강남구 테헤란로 78길 16, 7층","식대지원,커피·스낵바,유연근무,건강검진지원,보너스,휴가비,전문연구요원,연봉상위2~5%,인원급성장,51~300명,설립4~9년",상시채용,신입-경력 15년
325,에이아이썸,R&D 백엔드 엔지니어,서울 강남구,"서울시 강남구 선릉로 578, 6층(삼성동, 태정빌딩)","유망산업,식대지원,보너스,스톡옵션,편의시설,연봉상위11~20%,인원급성장,50명이하,설립10년이상",2024.05.31,경력 2-4년
326,에스티로직(STLogic),웹 기반 BI 제품 개발,서울 서초구,"서울 송파구 법원로11길 7, 문정 현대지식산업센터 C동 11층 1105호 (05836)","인원급성장,자기계발지원,통신비,커피·스낵바,유급휴가,식대지원,연봉상위6~10%,50명이하,설립10년이상",2024.05.10,경력 5-10년
327,알타바그룹,3D Tool Developer,서울 강남구,"1407,503,Teheranro, Gangnam-gu, Seoul Korea","유연근무,커피·스낵바,스톡옵션,보너스,건강검진지원,유망산업,연봉상위11~20%,50명이하,설립4~9년",상시채용,경력 1-8년
328,모빌린트,[200억↑투자] Software Engineer,서울 강남구,"서울특별시 강남구 테헤란로19길 5, 삼보빌딩 7층","유망산업,스톡옵션,식대지원,커피·스낵바,유연근무,건강검진지원,전문연구요원,연봉상위2~5%,인원급성장,50명이하,설립4~9년",상시채용,경력 1-20년
329,피플밤,프론트엔드(web/플러터) 엔지니어 (제주본사/판교근무),경기 성남시,판교2테크노밸리,"커피·스낵바,장비지원,연봉업계평균이상,50명이하,설립3년이하",상시채용,경력 1-15년
330,,,,"서울특별시 마포구 양화로 140, 8층","커피·스낵바,산업기능요원,전문연구요원,식대지원,연봉상위2~5%,인원급성장,50명이하,설립10년이상",2024.06.30,
331,피피비스튜디오스(PPB Studios Co.),웹 프론트 개발자,서울 성동구,성동구 성수일로 19,"식대지원,사내동호회,커피·스낵바,유급휴가,편의시설,유연근무,건강검진지원,휴가비,연봉상위6~10%,인원급성장,51~300명,설립10년이상",2024.05.23,경력 5-6년
332,엔닷라이트,웹 서비스 프론트엔드 개발자 (6년 이상),경기 성남시,"성남시 분당구 정자일로 95, 네이버 1784 4층","의료비지원,식대지원,보너스,커피·스낵바,건강검진지원,어린이돌봄,연봉업계평균이상,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",상시채용,경력 6-15년
333,페이히어,[200억↑투자] 데이터 엔지니어,서울 강남구,"서울특별시 강남구 강남대로 374, 16층","커피·스낵바,장비지원,산업기능요원,연봉업계평균이상,인원급성장,51~300명,설립4~9년",상시채용,경력 3-10년
334,엠아이티,SW/솔루션 개발자,울산 남구,"울산광역시 남구 테크노산업로55번길 90, 3층","연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 3-30년
335,비브스튜디오스,UNREAL ENGINE 개발자,서울 강남구,"서울시 강남구 언주로 727, 4층","편의시설,식대지원,출산휴가,커피·스낵바,육아휴직,건강검진지원,유망산업,연봉상위2~5%,51~300명,설립10년이상",상시채용,경력 3-7년
336,우아한청년들,애널리틱스 엔지니어(3년~7년),서울 송파구,서울특별시 송파구 올림픽로35다길 32 예전빌딩 9층,"복지포인트,대출지원,장비지원,재택근무,인원급성장,1,001~10,000명,설립4~9년",상시채용,경력 3-7년
337,드리븐,커머스전자상거래 구글 애널리틱스 개발자 (3년 이상),서울 강남구,서울시 강남구 선릉로 145길 13 202호,"커피·스낵바,건강검진지원,인원급성장,50명이하,설립4~9년",상시채용,경력 3-7년
338,미소(miso),Back-end Developer(5년이상),서울 종로구,종로구 율곡로6 트윈트리타워 B동 5층,"식대지원,장비지원,커피·스낵바",2024.05.31,경력 3-10년
339,뱅크엑스,프론트엔드 개발자,서울 마포구,서울 마포구 마포대로 78 서울핀테크랩,"유망산업,스톡옵션,유연근무,보너스,자기계발지원,50명이하,설립3년이하",2024.06.30,경력 4-7년
340,코드잇(codeit),[100억↑투자] 콘텐츠 프로듀서 [데이터 사이언스 교육],서울 중구,중구 청계천로 100 시그니쳐타워 동관 10층,"재택근무,커피·스낵바,식대지원,유연근무,건강검진지원,스톡옵션,산업기능요원,장비지원,연봉상위6~10%,인원급성장,51~300명,설립4~9년",상시채용,신입-경력 10년
341,긴트,[200억↑투자] 프론트엔드 개발자,경기 성남시,"경기도 성남시 분당구 판교로 228번길 17, 판교벤처밸리 2단지 1동 4층 긴트","자기계발지원,커피·스낵바,편의시설,건강검진지원,보너스,식대지원,유망산업,연봉상위2~5%,인원급성장,51~300명,설립4~9년",상시채용,경력 4-8년
342,월급쟁이부자들,프론트엔드 엔지니어(FE) 시니어,서울 서초구,서초구 사임당로 143 크로스 143타워 201호,"편의시설,자기계발지원,커피·스낵바,식대지원,건강검진지원,유연근무,워크샵,연봉상위1%,51~300명,설립4~9년,장비지원,유급휴가",상시채용,경력 5-15년
343,쿼드마이너,[200억↑투자] 파이썬 개발자,서울 강남구,"서울특별시 강남구 테헤란로 138, 성홍타워 6층 쿼드마이너","유연근무,식대지원,커피·스낵바,편의시설,연봉상위2~5%,인원급성장,51~300명,설립4~9년",상시채용,경력 3-10년
344,클럼엘,[2년 이상] 주니어 Software Engineer (Frontend),서울 강남구,"서울 강남구 테헤란로26길 12, 제일비전타워 2층","스톡옵션,자율복장,자유로운휴가,재택근무,커피·스낵바,식대지원,연봉상위2~5%,인원급성장,50명이하,설립3년이하",상시채용,경력 2-6년
345,뮤즈라이브(Muzlive),백엔드 엔지니어 (Python/Django),서울 마포구,"서울시 마포구 상암동 1595-1, 드림타워","커피·스낵바,장비지원,식대지원,스톡옵션,건강검진지원,워크샵,보너스,인원급성장,50명이하,설립4~9년",상시채용,경력 2-10년
346,배러머신,백엔드 소프트웨어 엔지니어,서울 ,서울 강남구 테헤란로79길 6 제이에스타워,,상시채용,경력 4-6년
347,인딥에이아이,Back-end Engineer,서울 강남구,"서울특별시 강남구 언주로 550, 301호 (청광빌딩)","보너스,커피·스낵바,자기계발지원,식대지원,장비지원,인원급성장,50명이하,설립3년이하",상시채용,경력 5-8년
348,퀄리타스반도체,SW Engineer,경기 성남시,경기도 성남시 성남대로 331번길 8 킨스타워 23층,"유망산업,51~300명,설립4~9년",상시채용,경력 1-5년
349,로민,데이터 엔지니어,서울 서초구,"서울 서초구 방배천로2길 10, 7층","유망산업,유연근무,휴가비,커피·스낵바,유급휴가,재택근무,연봉상위6~10%,인원급성장,50명이하,설립4~9년",2024.05.31,경력 5-15년
350,인졀미,Flutter 앱 & Node.js 개발자,서울 서초구,서초구 태봉로 114 한국교총 8층 801호,"유망산업,50명이하,설립4~9년",2024.05.31,경력 5-7년
351,플랫브레드,JAVA 개발자(5년 이상),서울 송파구,서울특별시 송파구 문정로4길 16 (문정동 64-1),"유연근무,자유로운휴가,연봉상위11~20%,인원급성장,50명이하,설립4~9년",상시채용,경력 5-10년
352,액션파워,Back-end Engineer (5년 이상),서울 관악구,"08788 서울시 관악구 남부순환로 1838, 11층","유망산업,산업기능요원,커피·스낵바,편의시설,유급휴가,건강검진지원,전문연구요원,자기계발지원,연봉상위2~5%,인원급성장,51~300명,설립4~9년",상시채용,경력 4-10년
353,인젠트,데이터사업실 프리세일즈 및 컨설팅 담당자,서울 영등포구,서울특별시 영등포구 국제금융로2길36 (여의도동) 9층 유화빌딩,"유연근무,건강검진지원,육아휴직,자기계발지원,연봉상위6~10%,51~300명,설립10년이상",2024.05.10,경력 3-5년
354,피플밤,풀스택 엔지니어(제주본사/판교근무) 2년이상,경기 성남시,판교2테크노밸리,"커피·스낵바,장비지원,연봉업계평균이상,50명이하,설립3년이하",상시채용,경력 1-15년
355,강남언니(힐링페이퍼),데이터 사이언티스트 (시니어),서울 강남구,"테헤란로 124, 삼원타워(변협 신회관 빌딩) 13층","건강검진지원,대출지원,사내동호회,커피·스낵바,의료비지원,식대지원,전문연구요원,산업기능요원,연봉상위1%,51~300명,설립10년이상",상시채용,경력 5-10년
356,와드(캐치테이블),Data Analyst (시니어),경기 ,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 605호,"커피·스낵바,휴가비,자기계발지원,건강검진지원,연봉상위11~20%,인원급성장,51~300명,설립4~9년",상시채용,경력 5-15년
357,커넥티비티,[SPOTV] 서비스기획 담당자,서울 마포구,"서울시 마포구 월드컵북로56길 12, TRUTEC빌딩","자율복장,식대지원,연봉상위11~20%,51~300명,설립4~9년",상시채용,경력 5-10년
358,메셔,프론트엔드 리드,서울 마포구,서울시 마포구 양화로 81 H스퀘어 패스트파이브 합정점 L104호,"유망산업,연봉상위2~5%,인원급성장,50명이하,설립3년이하",상시채용,경력 3-10년
359,엑스와이지,[100억↑투자] [서비스 로봇] AI로봇 비전 개발자,서울 성동구,서울시 성동구 아차산로17길 48,"스톡옵션,커피·스낵바,자기계발지원,유연근무,건강검진지원,유망산업,연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 5-8년
360,휴넷,Data Engineer,서울 구로구,"서울시 구로구 디지털로26길 5, 에이스하이엔드타워1차 818호","복지포인트,재택근무,자기계발지원,식대지원,유망산업,연봉상위6~10%,301~1,000명,설립10년이상",2024.05.31,경력 5-10년
361,체인앱시스,Backend Engineer,서울 강남구,"서울특별시 강남구 봉은사로18길 71, 2층(SG아트타워)","유망산업,유연근무,출산휴가,커피·스낵바,보너스,유급휴가,건강검진지원,재택근무,연봉상위11~20%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",2024.06.30,경력 3-10년
362,아임웹,[100억↑투자] Data Analyst,서울 강남구,서울시 강남구 테헤란로 501 VPLEX 14층,"커피·스낵바,식대지원,연봉상위6~10%,인원급성장,51~300명,설립10년이상",상시채용,경력 4-9년
363,뉴스젤리(Newsjelly),웹 백엔드 개발자 (만 2년 이상),서울 성동구,"성동구 왕십리로58 (성수동, 서울숲포휴) 217호","자기계발지원,커피·스낵바,식대지원,연봉업계평균이상,50명이하,설립10년이상",2024.05.31,경력 2-6년
364,나인하이어,"시니어 프론트엔드 엔지니어, 서울",서울 서초구,"서울 서초구 서초대로74길 14, 더에셋 9F, 17F","장비지원,커피·스낵바,유연근무,식대지원,설립3년이하",상시채용,경력 5-10년
365,퀀팃,크로스플랫폼 엔지니어,서울 영등포구,"서울시 영등포구 여의대로 14, 13층","재택근무,스톡옵션,워크샵,연봉상위2~5%,인원급성장,51~300명,설립4~9년",상시채용,경력 5-8년
366,라온피플,Front-end Engineer,경기 과천시,"경기도 과천시 과천대로7나길 60, 어반허브 C동 5,6층","유망산업,식대지원,건강검진지원,커피·스낵바,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 7-10년
367,와따,(판교) 비전 SLAM 개발자,경기 성남시,"경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 403호","스톡옵션,유연근무,자기계발지원,커피·스낵바,유급휴가,식대지원,유망산업",2024.05.11,경력 3-15년
368,코드잇(codeit),[100억↑투자] 교육 PM [웹 교육],서울 중구,중구 청계천로 100 시그니쳐타워 동관 10층,"재택근무,커피·스낵바,식대지원,유연근무,건강검진지원,스톡옵션,산업기능요원,장비지원,연봉상위6~10%,인원급성장,51~300명,설립4~9년",상시채용,경력 1-10년
369,지니언스,엔드포인트보안연구개발실 Frontend개발 (시니어),경기 안양시,경기도 안양시 동안구 벌말로 66 평촌역 하이필드 A동 12층,"유연근무,식대지원,편의시설,건강검진지원,사내동호회,보너스,커피·스낵바,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 10-15년
370,플래티어,데이터 엔지니어,서울 송파구,서울시 송파구 법원로9길 26 H Business Park D동 6층,"유망산업,장비지원,편의시설,커피·스낵바,식대지원,사내동호회,유연근무,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 2-7년
371,라온피플,Senior Front-end Engineer,경기 과천시,"경기도 과천시 과천대로7나길 60, 어반허브 C동 5,6층","유망산업,식대지원,건강검진지원,커피·스낵바,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 7-10년
372,에스알,펌웨어 개발 연구원 F/W (1년 이상),경기 의왕시,경기도 의왕시 오봉산단 1로 50-8 에스알빌딩,"편의시설,출산휴가,식대지원,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 1-15년
373,연합시스템,"빅데이터 분석, AI (머신러닝,딥러닝)",경기 김포시,경기도 김포시 양촌읍 황금로 323번길 26번지,"식대지원,커피·스낵바,유급휴가,육아휴직,유연근무,어린이돌봄,연봉업계평균이상,인원급성장,50명이하,설립10년이상",상시채용,경력 1-15년
374,메디팔(MedipalInc.),웹프론트엔드 개발자 (5년 이상),서울 강남구,"강남구 테헤란로 82길 15, 7층 (대치동, 디아이타워)","자기계발지원,커피·스낵바,설립4~9년",상시채용,경력 5-12년
375,오너클랜,"개발자 백엔드(API, 2년 이상)(GraphQL, typescript)",서울 서초구,서울 서초구 강남대로99길 23-8 오너클랜,"편의시설,커피·스낵바,휴가비,51~300명,설립10년이상",2024.05.31,경력 2-10년
376,베스텔라랩,자율주행 연구원(경기/대구)(전문연구요원가능),경기 ,안양시 동안구 엘에스로116번길 118 안양2차 SKV1 Center,"커피·스낵바,연봉업계평균이상,인원급성장,50명이하,설립4~9년",2024.05.28,경력 2-15년
377,마키나락스,시니어 머신러닝 엔지니어,서울 서초구,"서울특별시 서초구 강남대로 343 , 11/12층","전문연구요원,커피·스낵바,재택근무,연봉상위1%,인원급성장,51~300명,설립4~9년",상시채용,경력 8-15년
378,테크빌교육,에듀테크 서비스 프론트엔드 개발자,서울 강남구,"서울시 강남구 언주로551, 프라자빌딩 5,6,8층","사내동호회,건강검진지원,워크샵,보너스,자기계발지원,육아휴직,유망산업,전문연구요원,연봉업계평균이상,51~300명,설립10년이상",상시채용,경력 3-6년
379,메이븐클라우드서비스,웹/앱 개발자,서울 강남구,강남구 언주로 609 팍스타워 B동 14층,"편의시설,사내동호회,워크샵,자유로운휴가,커피·스낵바,연봉업계평균이상,인원성장,51~300명,설립4~9년",상시채용,경력 3-25년
380,오토패스,"파이썬(Phyton, AWS) 개발자 (3년 이상)",경기 파주시,파주시 경의로 1114,"식대지원,편의시설",2024.05.31,경력 3-8년
381,인젠트,[데이터플랫폼팀] DBMS 관리 및 관제 솔루션 개발,서울 영등포구,서울특별시 영등포구 국제금융로2길36 (여의도동) 9층 유화빌딩,"유연근무,건강검진지원,육아휴직,자기계발지원,연봉상위6~10%,51~300명,설립10년이상",2024.05.10,경력 2-6년
382,로민,[전문연구요원] 멀티모달(컴퓨터비전/자연어처리) 엔지니어,서울 서초구,"서울 서초구 방배천로2길 10, 7층","유망산업,유연근무,휴가비,커피·스낵바,유급휴가,재택근무,연봉상위6~10%,인원급성장,50명이하,설립4~9년",2024.05.31,경력 1-5년
383,식스티헤르츠,Data Scientist,서울 성동구,성수동1가 656-75,"자유로운휴가,커피·스낵바,식대지원,건강검진지원,자기계발지원,설립3년이하",2024.05.31,경력 3-8년
384,인티그리트,S/W Back-End,서울 강남구,서울시 강남구 삼성로 547 BK타워 5층,"커피·스낵바,식대지원,편의시설,설립4~9년",상시채용,경력 5-10년
385,잼팟,BI/DW 담당자,서울 영등포구,서울특별시 영등포구 문래로28길,"식대지원,복지포인트,커피·스낵바,유연근무,연봉상위1%,51~300명,설립10년이상",상시채용,경력 5-10년
386,포티투닷(42dot),Backend Engineer (Maps platform),서울 강남구,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층","유망산업,식대지원,건강검진지원,커피·스낵바,장비지원,자기계발지원,연봉상위1%,인원급성장,301~1,000명,설립4~9년",상시채용,경력 5-10년
387,소프트베리,EVI Data Engineer,서울 서초구,서울특별시 서초구 매헌로 24 NH디지털혁신캠퍼스 5층,"편의시설,자기계발지원,커피·스낵바,유연근무,건강검진지원,복지포인트,연봉상위11~20%,50명이하,설립4~9년",상시채용,경력 1-5년
388,케이알엠,[로봇연구소] AI Perception 연구원,서울 강남구,강남구 봉은사로33길24 케이알엠빌딩,"커피·스낵바,장비지원,식대지원,건강검진지원,연봉상위1%,인원급성장,50명이하,설립10년이상",상시채용,경력 1-5년
